,date,agenda,speaker,party,text,speech_id,sentences
1879878,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Helen Goodman,Lab,"Mr Speaker, thank you. I am sure all the people who live in Bishop Auckland will very much appreciate those sentiments. The Secretary of State may know that five years ago 30,000 people were fined for wrongly claiming free prescriptions, but last year that figure was 1 million. That is because when people get their awards, they are not told whether they are entitled to free prescriptions. It is a simple piece of admin-will she sort it?",20190107000017,"That is because when people get their awards, they are not told whether they are entitled to free prescriptions."
1879878,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Helen Goodman,Lab,"Mr Speaker, thank you. I am sure all the people who live in Bishop Auckland will very much appreciate those sentiments. The Secretary of State may know that five years ago 30,000 people were fined for wrongly claiming free prescriptions, but last year that figure was 1 million. That is because when people get their awards, they are not told whether they are entitled to free prescriptions. It is a simple piece of admin-will she sort it?",20190107000017,It is a simple piece of admin-will she sort it?
1879879,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank the Lady for drawing that to my attention. I am aware of the changes that need to be made and some of the things that have already been addressed, but I will write to her further to set out how we are addressing exactly what she raises.",20190107000018,I thank the Lady for drawing that to my attention.
1879879,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank the Lady for drawing that to my attention. I am aware of the changes that need to be made and some of the things that have already been addressed, but I will write to her further to set out how we are addressing exactly what she raises.",20190107000018,"I am aware of the changes that need to be made and some of the things that have already been addressed, but I will write to her further to set out how we are addressing exactly what she raises."
1879880,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Helen Whately,Con,The roll-out of universal credit is going well in my constituency. Work coaches have told me- Jobcentre work coaches have told me how they value being able to give extra help to my constituents to help them into work. Will my right Friend advise me what work she is doing to ensure that housing benefit payments reach the landlords of some of my most vulnerable constituents?,20190107000019,The roll-out of universal credit is going well in my constituency.
1879880,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Helen Whately,Con,The roll-out of universal credit is going well in my constituency. Work coaches have told me- Jobcentre work coaches have told me how they value being able to give extra help to my constituents to help them into work. Will my right Friend advise me what work she is doing to ensure that housing benefit payments reach the landlords of some of my most vulnerable constituents?,20190107000019,Work coaches have told me- Jobcentre work coaches have told me how they value being able to give extra help to my constituents to help them into work.
1879880,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Helen Whately,Con,The roll-out of universal credit is going well in my constituency. Work coaches have told me- Jobcentre work coaches have told me how they value being able to give extra help to my constituents to help them into work. Will my right Friend advise me what work she is doing to ensure that housing benefit payments reach the landlords of some of my most vulnerable constituents?,20190107000019,Will my right Friend advise me what work she is doing to ensure that housing benefit payments reach the landlords of some of my most vulnerable constituents?
1879881,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank my Friend for raising that point. I know she shares my concern that we must ensure that universal credit addresses the needs of the most vulnerable and that, where it needs to be paid directly to landlords, it can be. It is right that we have tried to limit that, but it is also right that we do not have one system that does not take into account the particular needs of the most vulnerable in our society. As we have had the opportunity to discuss, I will be looking further at what else can be done.",20190107000020,I thank my Friend for raising that point.
1879881,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank my Friend for raising that point. I know she shares my concern that we must ensure that universal credit addresses the needs of the most vulnerable and that, where it needs to be paid directly to landlords, it can be. It is right that we have tried to limit that, but it is also right that we do not have one system that does not take into account the particular needs of the most vulnerable in our society. As we have had the opportunity to discuss, I will be looking further at what else can be done.",20190107000020,"I know she shares my concern that we must ensure that universal credit addresses the needs of the most vulnerable and that, where it needs to be paid directly to landlords, it can be."
1879881,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank my Friend for raising that point. I know she shares my concern that we must ensure that universal credit addresses the needs of the most vulnerable and that, where it needs to be paid directly to landlords, it can be. It is right that we have tried to limit that, but it is also right that we do not have one system that does not take into account the particular needs of the most vulnerable in our society. As we have had the opportunity to discuss, I will be looking further at what else can be done.",20190107000020,"It is right that we have tried to limit that, but it is also right that we do not have one system that does not take into account the particular needs of the most vulnerable in our society."
1879881,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I thank my Friend for raising that point. I know she shares my concern that we must ensure that universal credit addresses the needs of the most vulnerable and that, where it needs to be paid directly to landlords, it can be. It is right that we have tried to limit that, but it is also right that we do not have one system that does not take into account the particular needs of the most vulnerable in our society. As we have had the opportunity to discuss, I will be looking further at what else can be done.",20190107000020,"As we have had the opportunity to discuss, I will be looking further at what else can be done."
1879882,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Ruth George,Lab,"It is good to get clarification from the Secretary of State about managed migration, but in the meantime, more people will move on to universal credit by natural migration than by managed migration, with no protection whatsoever from the huge drop in income. The Department has published no conclusive list of all the reasons for people having a change of circumstances and being moved on to universal credit. Will she commit to doing that at the earliest opportunity so that people are not transferred wrongly?",20190107000021,"It is good to get clarification from the Secretary of State about managed migration, but in the meantime, more people will move on to universal credit by natural migration than by managed migration, with no protection whatsoever from the huge drop in income."
1879882,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Ruth George,Lab,"It is good to get clarification from the Secretary of State about managed migration, but in the meantime, more people will move on to universal credit by natural migration than by managed migration, with no protection whatsoever from the huge drop in income. The Department has published no conclusive list of all the reasons for people having a change of circumstances and being moved on to universal credit. Will she commit to doing that at the earliest opportunity so that people are not transferred wrongly?",20190107000021,The Department has published no conclusive list of all the reasons for people having a change of circumstances and being moved on to universal credit.
1879882,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Ruth George,Lab,"It is good to get clarification from the Secretary of State about managed migration, but in the meantime, more people will move on to universal credit by natural migration than by managed migration, with no protection whatsoever from the huge drop in income. The Department has published no conclusive list of all the reasons for people having a change of circumstances and being moved on to universal credit. Will she commit to doing that at the earliest opportunity so that people are not transferred wrongly?",20190107000021,Will she commit to doing that at the earliest opportunity so that people are not transferred wrongly?
1879883,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"The Lady is right that we now have 1.4 million people on universal credit and we expect another 1.6 million to move on to it during the next 12 months as part of natural migration. I am of course collecting information as we go to ensure that that is done fairly, accurately and efficiently, as I want it to be, but I will take her suggestion on board. I am very keen to ensure that everything we do is evidence-based.",20190107000022,The Lady is right that we now have 1.4 million people on universal credit and we expect another 1.6 million to move on to it during the next 12 months as part of natural migration.
1879883,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"The Lady is right that we now have 1.4 million people on universal credit and we expect another 1.6 million to move on to it during the next 12 months as part of natural migration. I am of course collecting information as we go to ensure that that is done fairly, accurately and efficiently, as I want it to be, but I will take her suggestion on board. I am very keen to ensure that everything we do is evidence-based.",20190107000022,"I am of course collecting information as we go to ensure that that is done fairly, accurately and efficiently, as I want it to be, but I will take her suggestion on board."
1879883,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"The Lady is right that we now have 1.4 million people on universal credit and we expect another 1.6 million to move on to it during the next 12 months as part of natural migration. I am of course collecting information as we go to ensure that that is done fairly, accurately and efficiently, as I want it to be, but I will take her suggestion on board. I am very keen to ensure that everything we do is evidence-based.",20190107000022,I am very keen to ensure that everything we do is evidence-based.
1879884,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Mark Pawsey,Con,"Rugby jobcentre has quite a lot of experience with universal credit, having been a pilot centre since 2013 and on full service since May 2016. The staff there have had a hand in making the transition easier based on the test and learn approach. Will the Secretary of State acknowledge the hard work of staff at jobcentres such as Rugby's in making improvements to the universal credit system?",20190107000023,"Rugby jobcentre has quite a lot of experience with universal credit, having been a pilot centre since 2013 and on full service since May 2016."
1879884,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Mark Pawsey,Con,"Rugby jobcentre has quite a lot of experience with universal credit, having been a pilot centre since 2013 and on full service since May 2016. The staff there have had a hand in making the transition easier based on the test and learn approach. Will the Secretary of State acknowledge the hard work of staff at jobcentres such as Rugby's in making improvements to the universal credit system?",20190107000023,The staff there have had a hand in making the transition easier based on the test and learn approach.
1879884,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Mark Pawsey,Con,"Rugby jobcentre has quite a lot of experience with universal credit, having been a pilot centre since 2013 and on full service since May 2016. The staff there have had a hand in making the transition easier based on the test and learn approach. Will the Secretary of State acknowledge the hard work of staff at jobcentres such as Rugby's in making improvements to the universal credit system?",20190107000023,Will the Secretary of State acknowledge the hard work of staff at jobcentres such as Rugby's in making improvements to the universal credit system?
1879885,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"May I particularly thank the people in the Rugby jobcentre? I have had an opportunity to visit many different jobcentres since being appointed, and I find universally that the people who work in them are enthusiastic about universal credit and passionate, caring and compassionate about the claimants they work for. I urge Opposition Members not to underestimate the good work being done by work coaches in their constituencies to help the people most in need.",20190107000024,May I particularly thank the people in the Rugby jobcentre?
1879885,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"May I particularly thank the people in the Rugby jobcentre? I have had an opportunity to visit many different jobcentres since being appointed, and I find universally that the people who work in them are enthusiastic about universal credit and passionate, caring and compassionate about the claimants they work for. I urge Opposition Members not to underestimate the good work being done by work coaches in their constituencies to help the people most in need.",20190107000024,"I have had an opportunity to visit many different jobcentres since being appointed, and I find universally that the people who work in them are enthusiastic about universal credit and passionate, caring and compassionate about the claimants they work for."
1879885,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"May I particularly thank the people in the Rugby jobcentre? I have had an opportunity to visit many different jobcentres since being appointed, and I find universally that the people who work in them are enthusiastic about universal credit and passionate, caring and compassionate about the claimants they work for. I urge Opposition Members not to underestimate the good work being done by work coaches in their constituencies to help the people most in need.",20190107000024,I urge Opposition Members not to underestimate the good work being done by work coaches in their constituencies to help the people most in need.
1879886,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Neil Gray,SNP,"Happy new year, Mr Speaker. Most people will have thought that the weekend's announcement was perhaps the start of a major shift by the Government with regards to universal credit, but unless it is followed up with meaningful interventions, changes and investment, such as to the benefits freeze, the two-child cap or the sanctions regime, it will be meaningless. Can the Secretary of State confirm if it is her plan to use the delay to the managed migration vote to introduce any changes to universal credit before the summer?",20190107000025,"Happy new year, Mr Speaker."
1879886,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Neil Gray,SNP,"Happy new year, Mr Speaker. Most people will have thought that the weekend's announcement was perhaps the start of a major shift by the Government with regards to universal credit, but unless it is followed up with meaningful interventions, changes and investment, such as to the benefits freeze, the two-child cap or the sanctions regime, it will be meaningless. Can the Secretary of State confirm if it is her plan to use the delay to the managed migration vote to introduce any changes to universal credit before the summer?",20190107000025,"Most people will have thought that the weekend's announcement was perhaps the start of a major shift by the Government with regards to universal credit, but unless it is followed up with meaningful interventions, changes and investment, such as to the benefits freeze, the two-child cap or the sanctions regime, it will be meaningless."
1879886,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Neil Gray,SNP,"Happy new year, Mr Speaker. Most people will have thought that the weekend's announcement was perhaps the start of a major shift by the Government with regards to universal credit, but unless it is followed up with meaningful interventions, changes and investment, such as to the benefits freeze, the two-child cap or the sanctions regime, it will be meaningless. Can the Secretary of State confirm if it is her plan to use the delay to the managed migration vote to introduce any changes to universal credit before the summer?",20190107000025,Can the Secretary of State confirm if it is her plan to use the delay to the managed migration vote to introduce any changes to universal credit before the summer?
1879887,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"The Gentleman will be aware that the whole principle of universal credit is test and learn, and so we are always looking to make changes and improvements. This is a tremendously ambitious project, bringing huge benefits to claimants and helping them into work and to stay in work, and we are always ready to learn from new developments as we proceed with the roll-out.",20190107000026,"The Gentleman will be aware that the whole principle of universal credit is test and learn, and so we are always looking to make changes and improvements."
1879887,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"The Gentleman will be aware that the whole principle of universal credit is test and learn, and so we are always looking to make changes and improvements. This is a tremendously ambitious project, bringing huge benefits to claimants and helping them into work and to stay in work, and we are always ready to learn from new developments as we proceed with the roll-out.",20190107000026,"This is a tremendously ambitious project, bringing huge benefits to claimants and helping them into work and to stay in work, and we are always ready to learn from new developments as we proceed with the roll-out."
1879888,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Neil Gray,SNP,"By delaying the vote and bringing forward 10,000 guinea pigs to test the transfer from the legacy system to universal credit, the Secretary of State accepted that there might at least be some problems with universal credit, and yet she cannot come forward with any ideas or bring forward any changes. Does she accept that, unless she brings forward the changes being called for by Members across the House, the United Nations and expert charities and community groups, this exercise will be little more than kicking the can down the road?",20190107000027,"By delaying the vote and bringing forward 10,000 guinea pigs to test the transfer from the legacy system to universal credit, the Secretary of State accepted that there might at least be some problems with universal credit, and yet she cannot come forward with any ideas or bring forward any changes."
1879888,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Neil Gray,SNP,"By delaying the vote and bringing forward 10,000 guinea pigs to test the transfer from the legacy system to universal credit, the Secretary of State accepted that there might at least be some problems with universal credit, and yet she cannot come forward with any ideas or bring forward any changes. Does she accept that, unless she brings forward the changes being called for by Members across the House, the United Nations and expert charities and community groups, this exercise will be little more than kicking the can down the road?",20190107000027,"Does she accept that, unless she brings forward the changes being called for by Members across the House, the United Nations and expert charities and community groups, this exercise will be little more than kicking the can down the road?"
1879889,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I think that the Gentleman misunderstands me. I am completely committed to the benefits of universal credit and to ensuring that it remains a force for good, helps people into work and does not repeat the terrible mistakes of the past under Labour and the legacy benefits. The new system will work much better for people, and, with the help of all Members of Parliament, people will find that their jobcentres are enthusiastic about it.",20190107000028,I think that the Gentleman misunderstands me.
1879889,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I think that the Gentleman misunderstands me. I am completely committed to the benefits of universal credit and to ensuring that it remains a force for good, helps people into work and does not repeat the terrible mistakes of the past under Labour and the legacy benefits. The new system will work much better for people, and, with the help of all Members of Parliament, people will find that their jobcentres are enthusiastic about it.",20190107000028,"I am completely committed to the benefits of universal credit and to ensuring that it remains a force for good, helps people into work and does not repeat the terrible mistakes of the past under Labour and the legacy benefits."
1879889,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I think that the Gentleman misunderstands me. I am completely committed to the benefits of universal credit and to ensuring that it remains a force for good, helps people into work and does not repeat the terrible mistakes of the past under Labour and the legacy benefits. The new system will work much better for people, and, with the help of all Members of Parliament, people will find that their jobcentres are enthusiastic about it.",20190107000028,"The new system will work much better for people, and, with the help of all Members of Parliament, people will find that their jobcentres are enthusiastic about it."
1879890,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Margaret Greenwood,Lab,"If reports over the weekend are true, it seems that the Government are finally waking up to the potentially devastating impact of their managed migration plans on claimants, over one third of whom will be sick or disabled. Therefore, will the Secretary of State now clarify the situation and what action she will take to address the central flaw in these regulations, which places all the onus on claimants to make a new claim for universal credit or risk losing support if they do not make an application on time?",20190107000029,"If reports over the weekend are true, it seems that the Government are finally waking up to the potentially devastating impact of their managed migration plans on claimants, over one third of whom will be sick or disabled."
1879890,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Margaret Greenwood,Lab,"If reports over the weekend are true, it seems that the Government are finally waking up to the potentially devastating impact of their managed migration plans on claimants, over one third of whom will be sick or disabled. Therefore, will the Secretary of State now clarify the situation and what action she will take to address the central flaw in these regulations, which places all the onus on claimants to make a new claim for universal credit or risk losing support if they do not make an application on time?",20190107000029,"Therefore, will the Secretary of State now clarify the situation and what action she will take to address the central flaw in these regulations, which places all the onus on claimants to make a new claim for universal credit or risk losing support if they do not make an application on time?"
1879891,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I am grateful for a second opportunity to clarify the situation. As we announced last year, there will be a 10,000-person pilot this summer that will help us to learn how to be most effective in the managed migration. We have 1.4 million already on universal credit through natural migration and 1.6 million are expected to come on during the next 12 months. Making sure that the managed migration is effective, efficient and compassionate is absolutely central to the success of universal credit, and that will be coming forward in 2020.",20190107000030,I am grateful for a second opportunity to clarify the situation.
1879891,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I am grateful for a second opportunity to clarify the situation. As we announced last year, there will be a 10,000-person pilot this summer that will help us to learn how to be most effective in the managed migration. We have 1.4 million already on universal credit through natural migration and 1.6 million are expected to come on during the next 12 months. Making sure that the managed migration is effective, efficient and compassionate is absolutely central to the success of universal credit, and that will be coming forward in 2020.",20190107000030,"As we announced last year, there will be a 10,000-person pilot this summer that will help us to learn how to be most effective in the managed migration."
1879891,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I am grateful for a second opportunity to clarify the situation. As we announced last year, there will be a 10,000-person pilot this summer that will help us to learn how to be most effective in the managed migration. We have 1.4 million already on universal credit through natural migration and 1.6 million are expected to come on during the next 12 months. Making sure that the managed migration is effective, efficient and compassionate is absolutely central to the success of universal credit, and that will be coming forward in 2020.",20190107000030,We have 1.4 million already on universal credit through natural migration and 1.6 million are expected to come on during the next 12 months.
1879891,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Amber Rudd,Con,"I am grateful for a second opportunity to clarify the situation. As we announced last year, there will be a 10,000-person pilot this summer that will help us to learn how to be most effective in the managed migration. We have 1.4 million already on universal credit through natural migration and 1.6 million are expected to come on during the next 12 months. Making sure that the managed migration is effective, efficient and compassionate is absolutely central to the success of universal credit, and that will be coming forward in 2020.",20190107000030,"Making sure that the managed migration is effective, efficient and compassionate is absolutely central to the success of universal credit, and that will be coming forward in 2020."
1879892,2019-01-07,Universal Credit: Transition [Oral Answers to Questions > Work and Pensions],Margaret Greenwood,Lab,"Only about one third of households due to be claiming universal credit by the time it is fully rolled out were ever scheduled to transfer under managed migration and so receive transitional protection. Universal credit is being used as a vehicle for cuts to social security and is pushing many people into poverty, rent arrears and food banks. Will the Secretary of State now stop the roll-out?",20190107000031,Only about one third of households due to be claiming universal credit by the time it is fully rolled out were ever scheduled to transfer under managed migration and so receive transitional protection.
