,date,agenda,speechnumber,speaker,party,party.facts.id,chair,terms,parliament,iso3country,speech_id,sentence_nr,sentences,vader_neg,vader_neu,vader_pos,vader_compound,txtblob_polarity,txtblob_subjectivity,flair,speech_id.1,ners,entities,ORG,NORP,GPE,PERSON,PM,BJ,TM,BJ_PM,TM_PM,month_year,TM_BJ_01
168,2018-09-04,Human Rights [Oral Answers to Questions > Foreign and Commonwealth Office],101,Alan Duncan,Con,1567,False,51,UK-HouseOfCommons,GBR,20180904000101,1,"I hope that the Lady welcomes the investment that goes into Cameroon, particularly from the United Kingdom, but she is also right to say that any investment, particularly in the extractive industries, must meet the highest possible environmental and social standards, and we will endeavour to make sure it does.",0.0,0.837,0.163,0.7771,0.192063492063492,0.526322751322751,0.9728,20180904000101,"['PERSON', 'GPE', 'GPE']","['Lady', 'Cameroon', 'the United Kingdom']",False,False,True,True,0,0,0,0,0,2018-09,
169,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],103,Jeremy Hunt,Con,1567,False,35,UK-HouseOfCommons,GBR,20180904000103,1,The detention of Nazanin Zaghari-Ratcliffe is a gross injustice.,0.65,0.35,0.0,-0.8519,0.0,0.0,-0.9999,20180904000103,['PERSON'],['Nazanin Zaghari-Ratcliffe'],False,False,False,True,0,0,0,0,0,2018-09,
170,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],103,Jeremy Hunt,Con,1567,False,35,UK-HouseOfCommons,GBR,20180904000103,2,She is innocent; she is separated from her four-year-old daughter and her husband; and we will continue to leave no stone unturned to get her home.,0.118,0.799,0.083,0.0,0.5,0.7,0.9962,20180904000103,['DATE'],['four-year-old'],False,False,False,False,0,0,0,0,0,2018-09,
171,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],105,Jeremy Hunt,Con,1567,False,67,UK-HouseOfCommons,GBR,20180904000105,1,We will keep going with a whole range of activities.,0.0,1.0,0.0,0.0,0.2,0.4,0.9955,20180904000105,[],[],False,False,False,False,0,0,0,0,0,2018-09,
172,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],105,Jeremy Hunt,Con,1567,False,67,UK-HouseOfCommons,GBR,20180904000105,2,"As well as the visit of my right Friend the Minister for the Middle East, the Prime Minister spoke to President Rouhani on 10 May.",0.0,0.813,0.187,0.6486,0.142857142857143,0.267857142857143,0.6197,20180904000105,"['LOC', 'PERSON', 'CARDINAL']","['the Middle East', 'Rouhani', '10']",False,False,False,True,1,0,0,0,1,2018-09,May
173,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],105,Jeremy Hunt,Con,1567,False,67,UK-HouseOfCommons,GBR,20180904000105,3,"I spoke to Foreign Minister Zarif on 24 August, and I hope to meet him at the United Nations General Assembly.",0.0,0.749,0.251,0.6908,-0.0374999999999999,0.3125,0.9606,20180904000105,"['PERSON', 'DATE', 'ORG']","['Zarif', '24 August', 'the United Nations General Assembly']",True,False,False,True,0,0,0,0,0,2018-09,
174,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],105,Jeremy Hunt,Con,1567,False,67,UK-HouseOfCommons,GBR,20180904000105,4,"I am also willing to go to Tehran, if necessary.",0.0,1.0,0.0,0.0,0.125,0.875,0.7868,20180904000105,['GPE'],['Tehran'],False,False,True,False,0,0,0,0,0,2018-09,
175,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],106,Paul Masterton,Con,1567,False,20,UK-HouseOfCommons,GBR,20180904000106,1,What steps are the Government taking to ensure that Iran cannot use its embassies in the UK to harbour terrorists?,0.166,0.729,0.105,-0.3612,0.0,0.0,-0.9875,20180904000106,"['GPE', 'GPE']","['Iran', 'UK']",False,False,True,False,0,0,0,0,0,2018-09,
176,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],107,Jeremy Hunt,Con,1567,False,25,UK-HouseOfCommons,GBR,20180904000107,1,We take all steps necessary to make sure that does not happen.,0.0,0.827,0.173,0.3182,0.25,0.944444444444444,0.9738,20180904000107,[],[],False,False,False,False,0,0,0,0,0,2018-09,
177,2018-09-04,Nazanin Zaghari-Ratcliffe [Oral Answers to Questions > Foreign and Commonwealth Office],107,Jeremy Hunt,Con,1567,False,25,UK-HouseOfCommons,GBR,20180904000107,2,"When we have any evidence of that kind of activity, we react accordingly.",0.0,1.0,0.0,0.0,0.6,0.9,-0.9022,20180904000107,[],[],False,False,False,False,0,0,0,0,0,2018-09,
178,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],108,Maggie Throup,Con,1567,False,12,UK-HouseOfCommons,GBR,20180904000108,1,What steps the Government are taking to strengthen diplomatic relations with Australia.,0.0,0.827,0.173,0.3182,0.0,0.0,0.9981,20180904000108,['GPE'],['Australia'],False,False,True,False,0,0,0,0,0,2018-09,
179,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],109,Harriett Baldwin,Con,1567,False,46,UK-HouseOfCommons,GBR,20180904000109,1,"Australia is one of our closest bilateral partners, and diplomatic relations are excellent.",0.0,0.764,0.236,0.5719,1.0,1.0,0.9981,20180904000109,['GPE'],['Australia'],False,False,True,False,0,0,0,0,0,2018-09,
180,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],109,Harriett Baldwin,Con,1567,False,46,UK-HouseOfCommons,GBR,20180904000109,2,"In July, we held our 10th annual ministerial talks, where we agreed to strengthen foreign, security and trade relations.",0.0,0.702,0.298,0.7003,-0.125,0.125,0.997,20180904000109,"['DATE', 'ORDINAL']","['July', '10th']",False,False,False,False,0,0,0,0,0,2018-09,
181,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],109,Harriett Baldwin,Con,1567,False,46,UK-HouseOfCommons,GBR,20180904000109,3,"The Prime Minister spoke to Australia's new Prime Minister, Scott Morrison, on 27 August.",0.0,1.0,0.0,0.0,0.136363636363636,0.454545454545455,0.9231,20180904000109,"['GPE', 'PERSON', 'DATE']","['Australia', 'Scott Morrison', '27 August']",False,False,True,True,1,0,0,0,1,2018-09,May
182,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],110,Maggie Throup,Con,1567,False,47,UK-HouseOfCommons,GBR,20180904000110,1,I welcome the fact that the first major summit attended by the Foreign Secretary on his appointment was his and the Defence Secretary's meeting with their Australian counterparts.,0.0,0.85,0.15,0.5267,0.1975,0.371666666666667,0.9613,20180904000110,"['ORDINAL', 'ORG', 'NORP']","['first', 'Defence', 'Australian']",True,True,False,False,0,0,0,0,0,2018-09,
183,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],110,Maggie Throup,Con,1567,False,47,UK-HouseOfCommons,GBR,20180904000110,2,Will he update the House on the progress made in preparing a free trade deal between our two countries?,0.0,0.724,0.276,0.7269,0.4,0.8,-0.7394,20180904000110,"['ORG', 'CARDINAL']","['House', 'two']",True,False,False,False,0,0,0,0,0,2018-09,
184,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],111,Harriett Baldwin,Con,1567,False,71,UK-HouseOfCommons,GBR,20180904000111,1,"I am sure the whole House will want to welcome Australia's purchase of nine Type 26 frigates from the UK, which is a significant defence export and means that we have the â€œFive Eyesâ€ frigate with our friends in Australia.",0.0,0.713,0.287,0.872,0.46875,0.765972222222222,0.9248,20180904000111,"['ORG', 'GPE', 'CARDINAL', 'GPE', 'GPE']","['House', 'Australia', 'nine', 'UK', 'Australia']",True,False,True,False,0,0,0,0,0,2018-09,
185,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],111,Harriett Baldwin,Con,1567,False,71,UK-HouseOfCommons,GBR,20180904000111,2,The UK-Australia trade working group is meeting regularly to lay the foundations for future free trade negotiations.,0.0,0.829,0.171,0.5106,0.133333333333333,0.333974358974359,0.9891,20180904000111,['GPE'],['UK'],False,False,True,False,0,0,0,0,0,2018-09,
186,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],111,Harriett Baldwin,Con,1567,False,71,UK-HouseOfCommons,GBR,20180904000111,3,"Indeed, there is a public consultation so that the public can express their opinions.",0.0,1.0,0.0,0.0,0.0,0.0666666666666666,0.9034,20180904000111,[],[],False,False,False,False,0,0,0,0,0,2018-09,
187,2018-09-04,Australia: Diplomatic Relations [Oral Answers to Questions > Foreign and Commonwealth Office],113,Harriett Baldwin,Con,1567,False,29,UK-HouseOfCommons,GBR,20180904000113,1,"I am sure that diplomatic relations between the UK and Australia, despite the changes the Australians have had at their end, will endure with the stability of this Government.",0.0,0.922,0.078,0.3182,0.5,0.888888888888889,0.9053,20180904000113,"['GPE', 'GPE', 'NORP']","['UK', 'Australia', 'Australians']",False,True,True,False,0,0,0,0,0,2018-09,
188,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],115,Theresa Villiers,Con,1567,False,16,UK-HouseOfCommons,GBR,20180904000115,1,What assessment he has made of the effect of recent rocket fire from Gaza into Israel.,0.138,0.862,0.0,-0.34,0.0,0.25,0.9684,20180904000115,"['GPE', 'GPE']","['Gaza', 'Israel']",False,False,True,False,0,0,0,0,0,2018-09,
189,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],117,Alistair Burt,Con,1567,False,64,UK-HouseOfCommons,GBR,20180904000117,1,"There is an urgent need to restart the peace process, and we regularly press Israel and the Palestinians to resume direct negotiations towards a two-state solution.",0.0,0.743,0.257,0.765,0.05,0.238461538461538,-0.5297,20180904000117,"['GPE', 'NORP', 'CARDINAL']","['Israel', 'Palestinians', 'two']",False,True,True,False,0,0,0,0,0,2018-09,
190,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],117,Alistair Burt,Con,1567,False,64,UK-HouseOfCommons,GBR,20180904000117,2,We are in close consultation with international partners on how to encourage the parties to the middle east peace process to reverse the negative trends on the ground.,0.099,0.645,0.255,0.7003,-0.1,0.133333333333333,0.9979,20180904000117,[],[],False,False,False,False,0,0,0,0,0,2018-09,
191,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],117,Alistair Burt,Con,1567,False,64,UK-HouseOfCommons,GBR,20180904000117,3,Rocket fire and other violence makes achieving peace more difficult.,0.494,0.319,0.186,-0.6997,-0.0416666666666666,0.625,-0.9979,20180904000117,[],[],False,False,False,False,0,0,0,0,0,2018-09,
192,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],119,Alistair Burt,Con,1567,False,82,UK-HouseOfCommons,GBR,20180904000119,1,The experiences in Gaza and the crisis we have seen over the summer have different roots and causes.,0.194,0.806,0.0,-0.6249,0.0,0.6,0.9747,20180904000119,"['GPE', 'DATE']","['Gaza', 'the summer']",False,False,True,False,0,0,0,0,0,2018-09,
193,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],119,Alistair Burt,Con,1567,False,82,UK-HouseOfCommons,GBR,20180904000119,2,It is essential that all those who are contributing in any way to the violence in relation to the process desist and find a way through to the peace opportunities that are there.,0.105,0.74,0.156,0.25,0.0,0.3,0.9933,20180904000119,[],[],False,False,False,False,0,0,0,0,0,2018-09,
194,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],119,Alistair Burt,Con,1567,False,82,UK-HouseOfCommons,GBR,20180904000119,3,"We deeply regret the loss of life, and it is essential that all sides respond to that.",0.274,0.726,0.0,-0.6865,0.0,0.35,0.992,20180904000119,[],[],False,False,False,False,0,0,0,0,0,2018-09,
195,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],119,Alistair Burt,Con,1567,False,82,UK-HouseOfCommons,GBR,20180904000119,4,"Also, the violence that comes from Gaza towards Israel is making negotiations very difficult.",0.365,0.635,0.0,-0.7841,-0.65,1.0,-0.9996,20180904000119,"['GPE', 'GPE']","['Gaza', 'Israel']",False,False,True,False,0,0,0,0,0,2018-09,
196,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],120,Theresa Villiers,Con,1567,False,44,UK-HouseOfCommons,GBR,20180904000120,1,"Does my right Friend agree that recent rocket attacks by Hamas demonstrate, once again, that they are the biggest roadblock to peace in the middle east, frustrating the sincere efforts made by Israel to try to secure a peaceful future for the region?",0.101,0.593,0.305,0.8934,0.129464285714286,0.426339285714286,-0.9992,20180904000120,"['ORG', 'LOC', 'GPE']","['Hamas', 'the middle east', 'Israel']",True,False,True,False,0,0,0,0,0,2018-09,
197,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],121,Alistair Burt,Con,1567,False,108,UK-HouseOfCommons,GBR,20180904000121,1,"Both the rocket fire and the incendiary devices that have come from Gaza have certainly made this difficult for Israeli politics, because a great deal of damage has been done in the area, which encourages people to demand that their Government protect them and keep them safe.",0.156,0.602,0.242,0.743,0.253571428571429,0.705357142857143,-0.9985,20180904000121,"['GPE', 'NORP']","['Gaza', 'Israeli']",False,True,True,False,0,0,0,0,0,2018-09,
198,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],121,Alistair Burt,Con,1567,False,108,UK-HouseOfCommons,GBR,20180904000121,2,"As we know well, there are difficulties on all sides.",0.179,0.65,0.171,-0.0258,0.0,0.0,-0.7731,20180904000121,[],[],False,False,False,False,0,0,0,0,0,2018-09,
199,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],121,Alistair Burt,Con,1567,False,108,UK-HouseOfCommons,GBR,20180904000121,3,"Our concern has been that the problems in Gaza have made it more difficult for the negotiations, which we all anticipate following the US envoy's reports, to get started.",0.169,0.831,0.0,-0.6697,0.0,0.533333333333333,0.5087,20180904000121,"['GPE', 'GPE']","['Gaza', 'US']",False,False,True,False,0,0,0,0,0,2018-09,
200,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],121,Alistair Burt,Con,1567,False,108,UK-HouseOfCommons,GBR,20180904000121,4,That is why we urge a restraint on violence and that the talking going on all through the region bears some fruit.,0.17,0.83,0.0,-0.6249,0.0,0.0,0.8142,20180904000121,[],[],False,False,False,False,0,0,0,0,0,2018-09,
201,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],123,Alistair Burt,Con,1567,False,99,UK-HouseOfCommons,GBR,20180904000123,1,I am pleased to announce to the Gentleman and to the House that today we have taken the decision to increase funding to UNRWA by a further Â£7 million.,0.0,0.828,0.172,0.6369,0.25,0.75,-0.6125,20180904000123,"['ORG', 'DATE', 'ORG', 'CARDINAL']","['House', 'today', 'UNRWA', 'Â£7 million']",True,False,False,False,0,0,0,0,0,2018-09,
202,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],123,Alistair Burt,Con,1567,False,99,UK-HouseOfCommons,GBR,20180904000123,2,I spoke just a couple of hours ago to Commissioner-General Pierre KrÃ¤henbÃ¼hl to express our support for UNRWA.,0.0,0.847,0.153,0.4019,0.0,0.0,-0.9758,20180904000123,"['PERSON', 'ORG']","['Pierre KrÃ¤henbÃ¼hl', 'UNRWA']",True,False,False,True,0,0,0,0,0,2018-09,
203,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],123,Alistair Burt,Con,1567,False,99,UK-HouseOfCommons,GBR,20180904000123,3,"We understand the concerns of the United States, but we do not believe that the way it has gone about this is correct.",0.0,0.921,0.079,0.2263,0.0,0.0,-0.9884,20180904000123,['GPE'],['the United States'],False,False,True,False,0,0,0,0,0,2018-09,
204,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],123,Alistair Burt,Con,1567,False,99,UK-HouseOfCommons,GBR,20180904000123,4,"We will continue to support the most vulnerable people, because that also forms a vital part of a just solution to the issues between the Palestinians and Israel.",0.07,0.701,0.229,0.6133,0.0333333333333333,0.466666666666667,0.9985,20180904000123,"['NORP', 'GPE']","['Palestinians', 'Israel']",False,True,True,False,0,0,0,0,0,2018-09,
205,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],124,Stephen Crabb,Con,1567,False,44,UK-HouseOfCommons,GBR,20180904000124,1,"Does my right Friend agree that the single most important thing for both unlocking the peace process and bringing relief to the desperate lives of Palestinians in Gaza is for Hamas to renounce violence and terror, and turn its back on those ways?",0.166,0.591,0.243,0.5563,0.0857142857142857,0.541666666666667,0.8832,20180904000124,"['NORP', 'GPE', 'ORG']","['Palestinians', 'Gaza', 'Hamas']",True,True,True,False,0,0,0,0,0,2018-09,
206,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],125,Alistair Burt,Con,1567,False,72,UK-HouseOfCommons,GBR,20180904000125,1,Yes.,0.0,0.0,1.0,0.4019,0.0,0.0,0.9959,20180904000125,[],[],False,False,False,False,0,0,0,0,0,2018-09,
207,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],125,Alistair Burt,Con,1567,False,72,UK-HouseOfCommons,GBR,20180904000125,2,"Hamas's resistance to meeting the Quartet principles and to renouncing violence, by contrast to the Palestinian Authority, who have done that for many years, is indeed a stumbling block.",0.21,0.751,0.039,-0.7717,0.5,0.5,-0.9598,20180904000125,"['ORG', 'ORG', 'DATE']","['Hamas', 'the Palestinian Authority', 'many years']",True,False,False,False,0,0,0,0,0,2018-09,
208,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],125,Alistair Burt,Con,1567,False,72,UK-HouseOfCommons,GBR,20180904000125,3,"Talks, brokered by Egypt, are taking place in the region, as we are well aware.",0.0,0.87,0.13,0.2732,0.25,0.25,0.994,20180904000125,['GPE'],['Egypt'],False,False,True,False,0,0,0,0,0,2018-09,
209,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],125,Alistair Burt,Con,1567,False,72,UK-HouseOfCommons,GBR,20180904000125,4,"Who knows what will come out of those talks, but if there is to be any progress in the future, Hamas's position on Israel has to change.",0.0,0.875,0.125,0.5719,0.0,0.125,-0.9972,20180904000125,"['ORG', 'GPE']","['Hamas', 'Israel']",True,False,True,False,0,0,0,0,0,2018-09,
210,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],127,Alistair Burt,Con,1567,False,85,UK-HouseOfCommons,GBR,20180904000127,1,"Of course, the right Gentleman is right; Israel cannot be expected to find an accommodation with terrorist groups that seek an annihilation and the extinction of the country.",0.148,0.852,0.0,-0.6908,0.157142857142857,0.490476190476191,-0.8734,20180904000127,['GPE'],['Israel'],False,False,True,False,0,0,0,0,0,2018-09,
211,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],127,Alistair Burt,Con,1567,False,85,UK-HouseOfCommons,GBR,20180904000127,2,"However, there are opportunities to make progress on that.",0.0,0.565,0.435,0.6597,0.0,0.0,0.8897,20180904000127,[],[],False,False,False,False,0,0,0,0,0,2018-09,
212,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],127,Alistair Burt,Con,1567,False,85,UK-HouseOfCommons,GBR,20180904000127,3,"Hamas's position is in contrast with that of the Palestinian Authority, who have accepted the existence of Israel and worked with it on security matters in the past 20 years.",0.0,0.79,0.21,0.5994,-0.25,0.25,0.8582,20180904000127,"['ORG', 'ORG', 'GPE', 'DATE']","['Hamas', 'the Palestinian Authority', 'Israel', 'the past 20 years']",True,False,True,False,0,0,0,0,0,2018-09,
213,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],127,Alistair Burt,Con,1567,False,85,UK-HouseOfCommons,GBR,20180904000127,4,"A resolution has to be just to all sides in the situation, but Hamas's position cannot hold.",0.0,1.0,0.0,0.0,0.0,0.0,-0.9976,20180904000127,['ORG'],['Hamas'],True,False,False,False,0,0,0,0,0,2018-09,
214,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,1,"I am grateful for the Lady's support, and it is a common view in the House.",0.0,0.678,0.322,0.6908,-0.3,0.5,0.9888,20180904000129,"['PERSON', 'ORG']","['Lady', 'House']",True,False,False,True,0,0,0,0,0,2018-09,
215,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,2,"We have increased funding more than once during this year, and more than Â£40 million extra has been brought forward to support UNRWA.",0.0,0.814,0.186,0.5859,0.333333333333333,0.366666666666667,0.9932,20180904000129,"['DATE', 'ORG']","['this year', 'UNRWA']",True,False,False,False,0,0,0,0,0,2018-09,
216,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,3,I spoke to the commissioner-general about education in particular.,0.0,1.0,0.0,0.0,0.166666666666667,0.333333333333333,-0.7802,20180904000129,[],[],False,False,False,False,0,0,0,0,0,2018-09,
217,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,4,"He has the funds to open the schools at present and keep them going, but this will depend on further funding decisions in the future.",0.0,1.0,0.0,0.0,0.0,0.28125,-0.9902,20180904000129,[],[],False,False,False,False,0,0,0,0,0,2018-09,
218,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,5,I hope that we will be able to take part in mutual discussions at the UN General Assembly with other states that are affected.,0.063,0.824,0.114,0.3182,0.141666666666667,0.5,0.9862,20180904000129,['ORG'],['the UN General Assembly'],True,False,False,False,0,0,0,0,0,2018-09,
219,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,6,This is not just about the west bank and Gaza; it is also about Jordan and Lebanon.,0.0,1.0,0.0,0.0,0.0,0.0,0.7367,20180904000129,"['GPE', 'GPE', 'GPE']","['Gaza', 'Jordan', 'Lebanon']",False,False,True,False,0,0,0,0,0,2018-09,
220,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,7,It is about places where children are getting an education.,0.0,1.0,0.0,0.0,0.0,0.0,-0.9628,20180904000129,[],[],False,False,False,False,0,0,0,0,0,2018-09,
221,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,8,We are talking about an education that is gender neutral in a way in which other parts of the education system in the region are not.,0.0,1.0,0.0,0.0,-0.125,0.375,-0.983,20180904000129,[],[],False,False,False,False,0,0,0,0,0,2018-09,
222,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,9,"The question is: if UNRWA does not provide the education, who might?",0.0,1.0,0.0,0.0,0.0,0.0,-0.9996,20180904000129,['ORG'],['UNRWA'],True,False,False,False,0,0,0,0,0,2018-09,
223,2018-09-04,Peace Process: Israel and Palestine [Oral Answers to Questions > Foreign and Commonwealth Office],129,Alistair Burt,Con,1567,False,174,UK-HouseOfCommons,GBR,20180904000129,10,That is why it is so important to keep this going.,0.0,0.809,0.191,0.3327,0.4,1.0,0.8361,20180904000129,[],[],False,False,False,False,0,0,0,0,0,2018-09,
224,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],131,Jeremy Hunt,Con,1567,False,91,UK-HouseOfCommons,GBR,20180904000131,1,"Following earlier comments, I know that many Members of the House would like to pay tribute, formally, to the life of Senator John McCain, who described the UK asâ€œthe country which Americans have long regarded, in good times and bad, as our greatest and most influential friend.â€He also talked about the importance of the global role played by our two countries, saying thatâ€œthe future is in the safe hands of the two great peoples who long ago decided to make history together.â€So we celebrate his courage, integrity and generosity of spirit.",0.041,0.63,0.329,0.9865,0.246153846153846,0.46474358974359,0.9528,20180904000131,"['ORG', 'PERSON', 'GPE', 'NORP', 'CARDINAL', 'CARDINAL']","['House', 'John McCain', 'UK', 'Americans', 'two', 'two']",True,True,True,True,0,0,0,0,0,2018-09,
225,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],133,Jeremy Hunt,Con,1567,False,68,UK-HouseOfCommons,GBR,20180904000133,1,"As my right Friend the Minister for the Middle East said earlier, we do not agree with the American Administration's decision on this issue.",0.077,0.806,0.117,0.2709,0.0714285714285714,0.258928571428571,-0.9982,20180904000133,"['LOC', 'ORG']","['the Middle East', """"the American Administration's""""]",True,False,False,False,0,0,0,0,0,2018-09,
226,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],133,Jeremy Hunt,Con,1567,False,68,UK-HouseOfCommons,GBR,20180904000133,2,"Today's funding announcement is part of our response, but I reassure the Gentleman that we will talk to other donors as well, to see whether we can make up the gap in funding to UNRWA that has been caused by that decision.",0.0,0.872,0.128,0.6956,-0.125,0.375,0.9483,20180904000133,"['DATE', 'ORG']","['Today', 'UNRWA']",True,False,False,False,0,0,0,0,0,2018-09,
227,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],134,Giles Watling,Con,1567,False,68,UK-HouseOfCommons,GBR,20180904000134,1,The people of Clacton are getting ready to commemorate the end of world war one in November this year.,0.167,0.726,0.107,-0.34,0.2,0.5,0.9987,20180904000134,"['GPE', 'CARDINAL', 'DATE']","['Clacton', 'one', 'November this year']",False,False,True,False,0,0,0,0,0,2018-09,
228,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],134,Giles Watling,Con,1567,False,68,UK-HouseOfCommons,GBR,20180904000134,2,"I have had the honour of visiting our forces in Cyprus, some of whom are on vital NATO operations right now.",0.0,0.753,0.247,0.7096,0.192857142857143,0.467857142857143,0.9959,20180904000134,['ORG'],['NATO'],True,False,False,False,0,0,0,0,0,2018-09,
229,2018-09-04,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],134,Giles Watling,Con,1567,False,68,UK-HouseOfCommons,GBR,20180904000134,3,Does my right Friend agree that our membership of NATO has been key to the maintenance of peace in Europe since the end of world war two?,0.108,0.637,0.255,0.6486,0.142857142857143,0.767857142857143,0.9243,20180904000134,"['ORG', 'LOC', 'CARDINAL']","['NATO', 'Europe', 'two']",True,False,False,False,0,0,0,0,0,2018-09,
